node1,node2,relation
CID000001983,CID000060854,C0149931
CID000002650,CID000003365,C0041755
CID000004171,CID000005651,C0004623
CID000004485,CID000005408,C0008033
CID000003062,CID000054454,C0332687
CID000038904,CID000176870,C0019557
CID000004666,CID000004927,C0018790
CID000002524,CID000002662,C0518988
CID000003958,CID000004674,C0012691
CID000001971,CID000003405,C0014866
6314,5706,interacts
1723,1890,interacts
CID000002806,CID003085017,C0027497
CID000002250,CID000004158,C0009806
CID000002022,CID000038904,C0020649
11258,11015,interacts
CID000001978,CID000006691,C0042963
CID000004171,CID005329102,C0015672
CID000002662,CID000062924,C0917801
CID000002818,CID000004599,C0023530
CID000003911,CID000060198,C0836924
9961,5903,interacts
CID000005203,CID000005719,C0041657
CID000002162,CID000123620,C0220981
248,6175,interacts
CID000000772,CID000004064,C0020649
CID000002585,CID000004927,C0038002
CID000003877,CID000004159,C0497156
CID000005650,CID005282226,C0026267
CID000005487,CID003081884,C0002622
CID000002585,CID000002771,C0497327
54101,51174,interacts
CID000002554,CID000003152,C0002871
CID000004168,CID000004463,C0017160
93611,7317,interacts
CID000005038,CID000019090,C0039240
CID000001983,CID000003394,C0740394
CID000002662,CID000004674,C0018681
CID000004679,CID000032797,C0042571
CID000000853,CID000002676,C0022408
CID000004411,CID000005095,C0020443
CID000003372,1902,targets
CID000002156,CID000005002,C0151908
CID000003365,CID000005215,C0014038
CID000003075,CID000004091,C0010200
CID000003749,CID000005732,C0020538
2986,5136,interacts
2697,84790,interacts
CID000003148,CID000003222,C0311394
CID000005212,CID000083786,C0037052
CID000003348,CID000004885,C0085580
CID000002284,CID000005029,C0042109
CID000003639,CID000004075,C0011175
CID000002405,CID000004159,C0039483
1265,51399,interacts
CID000003767,CID000125889,C0026946
CID000038904,CID000093860,C0015544
1409,4284,interacts
80896,348654,interacts
CID000003003,CID000005038,C0015230
CID000004917,CID000005090,C0015967
CID000002083,CID003002190,C0005424
64682,51725,interacts
CID000001046,CID005381226,C0027796
CID000002656,CID000004812,C0155773
6536,11045,interacts
10783,4643,interacts
CID000001983,CID000003333,C0020649
CID000003954,CID000004091,C0037763
CID000002802,CID000059708,C0080274
CID000002512,CID000004691,C0042029
135892,200845,interacts
85476,6634,interacts
CID000003405,CID000005512,C0080274
5105,5701,interacts
CID000004192,CID000004927,C0011849
CID000000942,CID000005533,C0030196
CID000027991,CID000034312,C0392699
CID000002022,CID006398525,C0023418
CID000002666,CID000002806,C0020443
CID000004052,CID000154059,C0026896
CID000003749,CID000003937,C0344232
CID000002520,CID000004513,C0018801
CID000003158,CID000003446,C0020550
CID000000942,CID000005391,C0018944
CID000003463,CID000125889,C0008033
CID000002088,CID005381226,C0015967
10574,90665,interacts
CID000002118,CID000003382,C0009763
CID000005267,CID000093860,C0020649
CID000003016,CID000003386,C0032290
CID000001302,CID000003404,C0043096
CID000003957,CID000005402,C0232492
CID000001775,CID000004595,C0018790
89890,126433,interacts
CID000000853,CID000005391,C0008767
CID000000937,CID000003032,C0037763
CID000002771,CID000005039,C0314719
CID000004095,CID000005090,C0497247
114112,2731,interacts
CID000001972,CID000002678,C0235896
CID000002803,CID000005090,C0033581
CID000001971,CID000005155,C0040034
CID000003702,CID000004829,C0018802
147700,84364,interacts
CID000003075,CID000125889,C0232492
CID000002806,CID000004601,C0231218
CID000002435,CID000003365,C0018802
CID000002308,CID000005090,C0011175
CID000003075,CID000003157,C0018916
85302,3983,interacts
CID000003062,CID000657298,C0015230
CID000002173,CID000002249,C0004238
CID000002118,CID000003962,C0034150
CID000004889,CID000041781,C0020433
CID000004691,CID000005077,C0014742
CID000002662,CID000002713,C0442874
CID000005267,CID000148192,C0013604
CID000003255,CID000003516,C0008031
CID000002678,CID000003746,C0003467
CID000000853,CID000001690,C0024236
CID000003899,CID000083786,C0917798
CID000003255,CID000005039,C0039231
1025,675,interacts
CID000000861,CID000002244,C0038999
CID000002435,CID000003339,C0024437
CID000000853,CID000005651,C0015469
CID000004449,CID000005647,C0009806
CID000002756,CID000003488,C0020461
CID000002088,CID000003249,C0015672
CID000004205,CID000005379,C0013362
CID000054454,CID004475485,C0080194
CID000004411,CID000004900,C0392525
CID000004599,CID000124087,C0006444
CID000004449,CID000004900,C0016053
CID000002909,CID000004894,C0033975
CID000004058,CID000130881,C0013404
CID000004927,CID000054688,C0042594
CID000002284,CID000003161,C0085649
5058,8874,interacts
CID000003143,CID000004889,C0043144
CID000003746,CID000005391,C0031212
79813,5292,interacts
CID000003883,CID000004594,C0028084
CID000000450,CID000002678,C0267716
CID000004674,CID000005523,C0027497
CID000002678,CID000003478,C0025222
CID000003062,CID000003937,C0162297
CID000002806,CID000003746,C0020565
CID000003403,CID000060147,C0007787
CID000004171,CID000156419,C0020473
3936,9644,interacts
CID000003310,CID000005732,C0034065
CID000003222,CID000005029,C0004238
55759,4931,interacts
CID000004889,CID005311027,C0043096
CID000003825,CID000004594,C0032227
CID000005647,CID000006691,C0023530
6275,4856,interacts
5688,8314,interacts
CID000002249,CID000002662,C0004604
CID000004171,CID005311027,C0021400
CID000072467,CID005281007,C0020517
CID000010631,CID000123620,C0004093
CID000003075,CID000004917,C0038362
CID000003062,CID000027661,C0700594
CID000003016,CID000005647,C0013395
CID000002909,CID000004679,C0020649
CID000002022,CID000004946,C0020615
CID000004599,CID000005090,C0030920
CID000002171,CID000005512,C0012569
CID000002250,CID000004107,C0030252
79447,5929,interacts
CID000004927,CID000005358,C0042769
CID000003158,CID000003937,C0012691
8893,7358,interacts
CID000003957,CID000032797,C0027051
CID000003962,CID000005647,C0004604
2844,5770,interacts
CID000002022,CID000003255,C0036983
CID000004253,CID000005234,C0041912
CID000002477,CID000004112,C0043096
CID000002554,CID000004666,C0042963
CID000002471,CID000003152,C0019193
CID000003883,CID000005035,C0018965
55860,4951,interacts
CID000003345,CID000060696,C0027707
CID000003016,CID000003516,C0018932
CID000160051,CID005311297,C0007282
6753,4852,interacts
CID000002405,CID000003440,C0079035
CID000003157,CID000005040,C0011175
CID000004595,CID000005203,C0002994
6166,51319,interacts
CID000002907,CID000003367,C0034212
CID000002171,CID000003325,C0013404
CID000004585,CID000004927,C0018932
10681,50834,interacts
10733,10382,interacts
CID000002541,CID000004595,C0032300
CID000003702,CID005329102,C0085580
CID000000853,CID000004603,C0037763
CID000002806,CID000004543,C0002940
CID000002771,CID000005203,C0019294
CID000000772,CID000152945,C0013404
CID000004873,CID000060835,C0021390
CID000002284,CID003468412,C0027404
CID000002265,CID000005391,C0039070
CID000002764,CID000064147,C0243026
CID000004894,CID000130881,C0020458
CID000005726,CID000060787,C0028754
CID000001775,CID000003957,C0018939
CID000001117,CID000002022,C0031039
CID000002284,CID000003961,C0149871
84735,1347,interacts
CID000002311,CID000002666,C0022660
CID000003158,CID000004173,C0001418
CID000000444,CID005487301,C0007859
CID000002771,CID000004451,C0011168
CID000005267,CID000123620,C0003811
CID000000853,CID000004201,C0002170
CID000002022,CID000004894,C0836924
CID000005005,CID000083786,C0039239
CID000005002,CID000005512,C0036983
CID000003032,CID000054454,C0000833
CID000000444,CID000443871,C0032285
CID000002187,CID000005732,C0267596
CID000002244,CID000060865,C0008312
CID000001978,CID000005372,C0036572
CID000003652,CID000005379,C0032285
3039,223,interacts
CID000003478,CID000003488,C0034880
2521,80185,interacts
22826,8899,interacts
3757,23327,interacts
CID000002891,CID000003478,C0003850
CID000000453,CID000003826,C0023530
CID000003158,CID000003937,C0158252
CID000000450,CID000003902,C0013604
CID000003310,CID000004212,C0023518
51333,653269,interacts
CID000002249,CID000151165,C0011615
CID000004594,CID000060835,C0035522
CID000002650,CID000093860,C0018932
CID000003648,CID000005544,C0032227
CID000002802,CID000003075,C0033774
CID000003958,CID000060835,C0018916
CID000002786,CID000005512,C0029443
CID000003121,CID000054454,C0017181
CID000003158,CID000004900,C0011615
CID000002118,CID000003746,C0037763
CID000004485,CID000005372,C0027726
CID000002118,CID000005544,C1260880
123745,242,interacts
CID000002462,CID000004112,C0017979
CID000003958,CID000060953,C0018799
CID000002269,CID000005656,C0020550
CID000072467,CID005281007,C0002170
CID000002118,CID000003333,C0013428
CID000000581,CID000001690,C0001824
CID000002907,CID000003365,C0041657
CID000003161,CID000004253,C0038002
CID000004173,CID000024486,C0018524
CID000003657,CID000004594,C0018989
CID000004634,CID000005487,C0037928
CID000002244,CID000005732,C0011206
CID000002756,CID000003255,C0041912
CID000004510,CID000004927,C0015230
CID000003954,CID000005234,C0039231
CID000003062,CID000004635,C0242528
CID000002786,CID000003032,C0004238
CID000004594,CID000027661,C0007570
CID000001690,CID000004201,C0497247
CID000004911,CID000005005,C0152169
2519,9069,interacts
CID000003640,CID000003957,C0002792
CID000004691,CID000087177,C0080194
CID000003672,CID000004585,C0022679
CID000000772,CID000003899,C0311394
CID000003478,CID000004159,C0019151
CID000000772,CID000003255,C0152021
CID000002083,CID000005735,C0031039
CID000004168,CID000005533,C0004093
CID000003961,CID001349907,C0851578
CID000003478,CID000004409,C0027051
CID000004091,CID000087177,C0242362
CID000003003,CID000041317,C0008033
CID000002118,CID000003158,C0162298
CID000003345,CID000004205,C0001546
CID000000853,CID000004485,C0032300
CID000001972,CID000004112,C0017181
CID000003690,CID000004171,C0011206
CID000002477,CID000002662,C0011168
CID000003386,CID000005040,C0003537
CID000002662,CID005353980,C0036830
CID000003639,CID000062924,C0686347
CID000000444,CID000005719,C0151766
79734,254827,interacts
CID000003143,CID000003446,C0028081
6880,1107,interacts
CID000003672,CID000005234,C0037315
CID000002462,CID000123620,C0262397
CID000000853,CID000004873,C0595939
CID000002088,CID000005466,C0003467
CID000003325,CID000003461,C0398353
CID000004171,CID000005267,C0149745
7812,6607,interacts
CID000000937,CID000060852,C0002170
CID000002666,CID000003672,C0221706
CID000002802,CID000005379,C0398353
CID000002678,CID000005212,C0014457
CID000002576,CID000004634,C0004601
CID000003333,CID000004173,C0039070
CID000002118,CID000004052,C0003811
CID000003510,CID000004894,C0032273
CID000002978,CID000004679,C0008350
CID000003446,CID000005029,C0017160
CID000005412,CID000077999,C0030312
CID000004635,CID000004679,C0029124
CID000004034,CID000004171,C0009938
CID000003350,CID000093860,C0010054
CID000000772,CID000003825,C0027441
CID000000853,CID000443871,C0026764
CID000002806,CID000003405,C0041912
CID000001983,CID000005732,C0038454
CID000003325,CID000005533,C0006112
CID000000450,CID000060831,C0042373
CID000003446,CID003468412,C0020651
6257,7068,interacts
23411,5294,interacts
CID000001983,CID000062924,C0027947
CID000003348,CID000151165,C0016807
CID000003676,CID000005391,C0034063
CID000001972,CID000087177,C0021311
CID000003937,CID003002190,C0022661
10196,8366,interacts
CID000004634,CID000125889,C0575081
CID000000444,CID000003016,C0009938
CID000002678,CID000004771,C0013144
CID000004691,CID000005544,C0015967
CID000003157,CID005311297,C0042769
CID000003255,CID000006691,C0221776
CID000002244,CID000005578,C0029443
CID000003154,CID000003403,C0022408
CID000002171,CID000005426,C0005961
CID000002118,CID000004634,C0024299
CID000001972,CID000004259,C0342579
CID000005650,CID005311048,C0011991
CID000002550,CID000004900,C0030552
CID000004946,CID000028112,C0262414
119679,5394,interacts
CID000000598,CID000001775,C0013604
CID000003559,CID000060147,C0028738
CID000002720,CID000003405,C0018818
CID000003446,CID000005376,C0011880
CID000001690,CID000002022,C0004245
CID000002656,CID000004873,C0032227
CID000005656,CID000077999,C0032533
CID000003365,CID000005038,C0004601
CID000003348,CID000072938,C0011991
CID000002678,CID000003440,C0007286
CID000002083,CID000003121,C0040259
CID000004635,CID000004829,C0020651
CID000003648,CID000060953,C0038395
CID000002083,CID000003440,C0029936
6207,23532,interacts
CID000002244,CID000005454,C0085631
CID000002156,CID000002249,C0036974
CID000130881,CID004475485,C0023530
CID000003639,CID004183806,C0020461
CID000002265,CID000002554,C0023211
CID000054454,CID003468412,C0009938
CID000002786,CID000002806,C0013221
81567,373,interacts
CID000000772,CID000003488,C0038999
CID000003937,CID000005005,C0007787
9409,8800,interacts
CID000002083,CID000060854,C0018799
CID000003032,CID000060865,C0162297
2986,5146,interacts
CID000003075,CID000003157,C0235527
CID000000444,CID000004583,C0031154
CID000002118,CID000002250,C1510471
CID000004107,CID000119607,C0020649
CID000003826,CID000004894,C0042487
CID000002162,CID000004873,C0042847
CID000002764,CID000003325,C0014009
219931,1456,interacts
CID000004771,CID000130881,C0027441
CID000002771,CID000003032,C0005586
CID000000271,6278,targets
CID000002244,CID000071329,C0344232
2632,6520,interacts
CID000003883,CID000041781,C0085631
CID000002678,CID000005523,C1384666
CID000003958,CID000004168,C0085096
CID000003386,CID000005090,C0042571
CID000003348,CID000041781,C0027404
752,81,interacts
CID000005426,CID004475485,C0151632
29799,57610,interacts
CID000005267,CID000104865,C0040128
973,921,interacts
CID000002477,CID000002666,C0009088
6210,6166,interacts
1994,23521,interacts
CID000004873,CID000005533,C0012813
115290,57154,interacts
CID000003308,CID000003961,C0019655
CID000002622,CID000003640,C0878544
CID000000450,CID000003003,C0023798
CID000002666,CID000004034,C0036572
CID000002978,CID004475485,C0398353
CID000003203,CID000004236,C0038002
CID000004635,CID000054454,C0032584
CID000004873,CID000005533,C0035258
CID000003446,CID005381226,C0014457
CID000004594,CID000504578,C0030196
4734,2868,interacts
CID000002162,CID000004634,C0699790
51343,1937,interacts
CID000008953,CID000216239,C0019360
CID000002244,CID000054841,C0151636
CID000004873,CID000004894,C0036983
CID000003883,CID000004635,C0241353
CID000003325,CID000123631,C0151723
CID000005005,CID000119607,C0042769
142678,84937,interacts
6207,51520,interacts
CID000003414,CID000003640,C0342579
CID000002249,CID000004943,C0030312
CID000002662,CID000152945,C0015672
5331,1128,interacts
CID000003488,CID000004543,C0086769
CID000002771,CID000004095,C0028259
CID000004829,CID000150311,C0011882
CID000004583,CID000005379,C0016204
CID000002891,CID000083786,C0028754
CID000002658,CID000004173,C0006852
CID000001775,CID000027991,C0085605
CID000002764,CID000005203,C0018800
CID000000581,CID000005651,C0595939
CID000002092,CID000002284,C0004093
CID000003639,CID000004873,C0231807
CID000005544,CID000019090,C0042963
6622,5330,interacts
64864,55611,interacts
CID000000450,CID000077999,C0014869
10454,10595,interacts
CID000002524,CID000002802,C0030193
CID000003878,CID000003890,C0020456
CID000002656,CID000005645,C0038525
5685,4055,interacts
CID000000271,4338,targets
CID000002550,CID000005203,C0011609
CID000005651,CID000054454,C0151699
847,4914,interacts
60312,399687,interacts
CID000003108,CID000004889,C0042514
23225,4116,interacts
CID000000444,CID000056339,C0013144
3383,5290,interacts
CID000000838,CID000005035,C0000737
CID000001690,CID000004171,C0017979
CID000002265,CID000003899,C0020621
CID000003062,CID000003143,C0231807
CID000004927,CID000054374,C0040822
CID000002249,CID000003890,C0158252
CID000000085,CID000003958,C0020672
CID000004200,CID000004834,C0151904
CID000004170,CID000005379,C0032285
CID000004091,CID000004585,C0011124
CID000002524,CID000003823,C0029443
27063,6604,interacts
CID000002160,CID000005090,C0030446
CID000002610,CID000005038,C0042963
CID000003075,CID000005523,C0678222
1736,84881,interacts
CID000004927,CID000005212,C0010054
CID000004075,CID000005717,C0013395
CID000002083,CID000005203,C0032308
CID000002666,CID000004499,C0023518
CID000003062,CID000004900,C0010692
CID000002118,CID000002609,C0039503
CID000002806,CID000068844,C0012833
CID000003143,CID000003440,C0267566
CID000004674,CID000005203,C0162834
CID000005203,CID000005533,C0678222
CID000005572,CID000010631,C0018965
CID000004205,CID000008953,C0235946
CID000002471,CID000003446,C0398353
CID000000444,CID000002895,C0023798
CID000003032,CID000125889,C0085584
CID000000853,CID000004095,C0024117
CID000000596,CID000062924,C0151766
CID000002771,CID000004158,C0015672
CID000002802,CID000005073,C0009938
CID000003478,CID000003954,C0017181
CID000002891,CID000003958,C0036421
CID000002806,CID000508230,C0018681
50863,55022,interacts
23049,6191,interacts
CID000003350,CID000170361,C0011206
CID000002022,CID000093860,C0013395
CID000000581,CID000005039,C0000786
CID000003222,CID000443871,C0008031
CID000003440,CID000003639,C0271650
CID000004236,CID000004946,C0006840
CID000001983,CID000005734,C0039070
CID000003143,CID000004674,C0002871
CID000002083,CID000003702,C0023067
CID000004829,CID000443871,C0032533
CID000003957,CID000006691,C0019079
CID000003403,CID000003488,C0022408
CID000003958,CID000039765,C0002994
CID000005002,CID000027661,C0700200
CID000000444,CID000002554,C0344232
CID000004634,CID000005533,C0917801
CID000002156,CID000002269,C0017574
CID000002249,CID000002713,C0002792
CID000002153,CID000002658,C0036572
CID000004543,CID000005719,C0011053
CID000003869,23620,targets
CID000005005,CID005353980,C0575081
CID000004095,CID000005656,C0007642
6663,6612,interacts
CID000002895,CID000003157,C0024050
CID000005514,CID000125017,C0497247
CID000004091,CID000077999,C0029927
CID000002244,CID000003325,C0022660
CID000000853,CID000024486,C0019158
CID003468412,CID005311297,C0004604
CID000004873,CID000054374,C0013404
7328,64410,interacts
5583,1080,interacts
CID000003325,CID000004259,C0027424
CID000003403,CID000005038,C0024117
CID000002764,CID000003345,C1442903
CID000002650,CID000004171,C0035222
CID000004873,CID000062924,C0018418
CID000001690,CID000104741,C0032227
CID000002022,CID000003878,C0497156
CID000003937,CID000083786,C0917798
CID000003161,CID000104865,C0004610
CID000002284,CID000005029,C0015672
CID000002803,CID000003075,C0038999
7201,10800,interacts
55154,10369,interacts
CID000002955,CID000003003,C0013922
9948,119391,interacts
CID000000444,CID000004740,C0020443
CID000002576,CID000003672,C0018801
CID000002550,CID005311297,C0010200
CID000005372,CID005281104,C0020456
CID000002249,CID000004513,C0015672
CID000003639,CID000005203,C0030193
CID000003345,CID000005978,C0038362
1984,7415,interacts
64801,2925,interacts
CID000002554,CID000003419,C0398353
CID000004058,CID000004889,C0039070
CID000004253,CID000005379,C0042373
CID000003152,CID000003516,C0085631
CID000002656,CID000028112,C0344232
29969,6528,interacts
CID000003325,CID000077999,C0575090
CID000001978,CID000041774,C0231528
2885,1937,interacts
CID000002477,CID000062924,C0003862
CID000004170,CID000004205,C0039070
CID000004171,CID000004585,C0022602
CID000000937,CID000119607,C0033860
CID000002895,CID000054454,C0011334
CID000002803,CID000125889,C0003873
26227,55066,interacts
CID000003121,CID000003559,C0029456
CID000003652,CID000005650,C0000833
CID000003883,CID000004585,C0007784
CID000003746,CID000005732,C0040128
CID000005039,CID000123606,C0007282
CID000004253,CID000004991,C0750426
CID000004889,CID000124087,C0013595
CID000003339,CID005353980,C0026650
6774,55366,interacts
CID000002522,CID000002771,C0028754
CID000002554,CID000004171,C0003564
CID000002662,CID000003954,C0040264
CID000005732,CID000124087,C0026946
CID000004170,CID000004594,C0152018
CID000003161,CID000054688,C0003486
7319,92369,interacts
CID000002265,CID000004635,C0011615
CID000004159,CID000005533,C0086543
CID000001117,CID000002622,C0006277
CID000002818,CID000003016,C0019196
347733,162494,interacts
CID000005245,CID000005578,C0007784
CID000003937,CID000004449,C0018989
2580,7018,interacts
CID000000143,CID000002162,C0022658
CID000001978,CID000005523,C0085649
CID000003516,CID000003658,C0024141
CID000003902,CID000005073,C0398353
CID000003784,CID000004595,C0043096
CID000002520,CID000004634,C0003811
23413,1813,interacts
CID000004259,CID000005391,C0035522
CID000003962,CID000005514,C0917801
CID000003339,CID000110635,C0042571
CID000000772,CID000002474,C0030486
CID000001983,CID000005203,C0024115
CID000002609,CID000003016,C0043352
5530,32,interacts
CID000001065,CID000003958,C0232492
CID000004946,CID000005203,C0037023
CID000003348,CID000003676,C0027441
3240,7018,interacts
CID000005267,CID000005401,C0038358
CID000002142,CID000004595,C0085636
CID000002662,CID000003658,C0006118
CID000003648,CID000005245,C0020453
3817,55,interacts
10916,8452,interacts
2252,3574,interacts
CID000003958,CID000004845,C0013362
CID000008953,CID000087177,C0023890
CID000001302,CID000002576,C0151825
CID000000206,CID000003958,C0595939
CID000000444,CID000005035,C0262627
CID000005038,CID000027661,C0042420
CID000003062,CID000003749,C0027080
CID000003016,CID000005291,C0030193
CID000006691,CID000216239,C0016199
CID000002088,CID000004635,C0023798
7434,53831,interacts
CID000001690,CID000002019,C0019209
CID000000450,CID000002802,C0042769
CID000000564,CID000003883,C0274435
CID000003410,CID000005152,C0006277
CID000001983,CID000004917,C0014534
CID000002541,CID000125889,C0032300
8340,6047,interacts
CID000003062,CID000003446,C0497156
CID000003961,CID000004409,C0085606
CID000002806,CID000004634,C0028754
2099,23426,interacts
CID000004585,CID000124087,C0030554
CID000002462,CID000005538,C0019291
CID000002244,CID000057537,C0007787
CID000002156,CID000005038,C0003811
190,5241,interacts
CID000004168,CID000216239,C0015300
CID000004171,147,targets
CID000003419,CID000003440,C0013604
CID000004900,CID000005073,C0043246
CID000002022,CID000060835,C0018799
CID000005029,CID000027661,C0013395
CID000002907,CID000005090,C0023530
388569,115509,interacts
CID000005556,CID004183806,C0004626
CID000125017,CID005311297,C0231218
CID000003676,CID000003929,C0004134
CID000003405,CID000004259,C0007787
CID000002265,CID000002907,C0086438
CID000003899,CID000005650,C0020433
3596,2214,interacts
CID000003877,CID000004889,C0037284
CID000002554,CID004183806,C0027497
CID000002022,CID000004205,C0022658
CID000003957,CID000005090,C0267112
CID000003446,CID000060754,C0231807
6667,6300,interacts
6347,1230,interacts
CID000000853,CID000002471,C0019158
2280,7295,interacts
CID000002610,CID000002786,C0018932
CID000002650,CID000003003,C0085631
CID000003158,CID000005203,C0020461
CID000003042,CID000004168,C0041834
CID000003878,CID000004158,C0017574
CID000003476,CID000004547,C0158328
CID000003261,CID000028112,C0011206
CID000003016,CID000003696,C0019825
CID000004543,CID000150311,C0151766
CID000000853,CID000001302,C0017601
CID000003405,CID000110635,C0027424
CID000005358,CID000005391,C0010054
CID000002477,CID000005064,C0039070
CID000001302,CID000003365,C0027051
CID000002771,CID000003386,C0013298
CID000060831,CID000170361,C0018932
CID000003339,CID005311297,C0003864
CID000000444,CID000443871,C0014868
CID000000853,CID000005645,C0018932
CID000004171,CID003062316,C0030193
CID000003158,CID000005073,C0149931
CID000004927,CID000054688,C0220981
CID000003367,CID000003661,C0005758
CID000002662,CID000005073,C0003564
79842,2908,interacts
CID000002249,CID000123620,C0008033
CID000003639,CID000004917,C0002871
CID000002269,CID000005538,C0027441
CID000002617,CID000003062,C0019080
CID000003203,CID000004463,C0019360
8543,7409,interacts
CID000003003,CID000005002,C0006266
CID000004748,CID000060835,C0042963
CID000003878,CID000054454,C0162283
51060,2938,interacts
84901,55137,interacts
CID000003883,CID000008953,C0001824
CID000003350,CID000004674,C1260880
CID000005732,CID000054841,C0011124
CID000001690,CID000003877,C0042487
CID000002662,CID000005584,C0020649
CID000003510,CID000004873,C0030319
CID000003385,CID000003954,C0004093
1581,50814,interacts
CID000003121,CID000004091,C0025345
CID000001302,CID000005717,C0005758
1660,26270,interacts
CID000001302,CID000005656,C0015695
5830,51,interacts
CID000003325,CID000005040,C0037763
CID000002907,CID000005184,C0013404
CID000002802,CID000005496,C0032290
CID000003365,CID000003767,C0016204
CID000005645,CID000065999,C0041834
CID000000271,CID000002162,C0022661
CID000003440,CID000004449,C0009806
84919,5527,interacts
CID000003222,CID000004889,C0016199
CID000004885,CID000005195,C0018799
CID000003016,CID000003957,C0152128
CID000002617,CID000005039,C0002994
CID000005203,CID000005245,C0011206
CID000001302,CID000004595,C0030554
CID000002244,CID000003222,C0018784
CID000002666,CID000004052,C0033036
27067,169841,interacts
CID000002088,CID000002576,C0267596
1013,1004,interacts
CID000004034,CID000032797,C0040822
CID000003652,CID000005039,C0026650
CID000002909,CID000004173,C0220981
CID000004201,CID000005234,C0020458
CID000004253,CID000004834,C0018946
CID000002524,CID000003339,C0013221
CID000002471,CID000002891,C0038454
CID000003658,CID000004583,C0007785
CID000005732,CID000443871,C0042024
CID000003075,CID000005533,C0020040
3608,6607,interacts
CID000003869,CID004475485,C0041657
CID000003957,CID000062924,C0152128
CID000002802,CID000062924,C0041834
CID000002244,CID000005544,C0014591
CID000002806,CID000004829,C0004093
6147,3320,interacts
CID000002250,CID000003750,C0004093
CID000004205,CID000054454,C0009676
CID000003222,CID000005656,C0231528
10923,672,interacts
160851,408,interacts
CID000003961,CID000004052,C0019079
CID000001046,CID000005726,C0014038
CID000004259,CID000062924,C0034155
CID000002713,CID000004583,C0231807
51343,22941,interacts
CID000003878,CID005487301,C0000731
CID000002156,CID000005391,C0003578
55959,26035,interacts
9500,9662,interacts
CID000002895,CID000062924,C0149725
CID000000444,CID000004158,C0428977
CID000005544,CID000176870,C0027343
6347,1238,interacts
CID000000444,CID000002818,C0034067
CID000002895,CID000004829,C0042029
CID000003672,CID000003902,C0149871
CID000002554,CID005311048,C0040034
CID000002130,CID000005245,C0518988
CID000003154,CID000004873,C0442874
CID000003639,CID000004236,C0019291
CID000000853,CID000002802,C0085602
5439,54464,interacts
CID000002803,CID000062924,C0006277
CID000004856,CID000004917,C0003811
CID000001983,CID000004829,C1145670
10846,107,interacts
CID000004635,CID000004679,C0020437
CID000000581,CID000001983,C0243026
CID000002173,CID000002656,C0020651
CID000002284,CID000005267,C0162316
CID000002732,CID000003345,C0035410
CID000002265,CID000004058,C0003467
CID000002662,CID000054688,C0011168
CID000001983,CID000004510,C0038525
CID000002656,CID000005076,C0011991
CID000065999,CID000077999,C0004093
CID000002662,CID000060835,C0041657
CID000003419,CID000004091,C0010200
CID000001978,CID000005038,C0242184
CID000002118,CID000005267,C0006145
CID000002610,CID000003161,C0020040
7318,6049,interacts
CID000003639,CID000005029,C0024198
CID000004510,CID000034312,C0004096
84647,4051,interacts
CID000003062,CID000004506,C0013604
CID000002801,CID000004691,C0027962
55325,162515,interacts
CID000002771,CID000004473,C0018939
CID000003902,CID000005267,C0035305
CID000004253,CID000005732,C0018800
CID000002749,CID000152945,C0003467
CID000004595,CID006398525,C0022408
CID000003476,CID000154059,C0007785
CID000003032,CID000054688,C0015230
CID000004943,CID000004946,C0085584
CID000004168,CID000004927,C0006840
26260,90135,interacts
CID000004259,CID000004583,C0740394
CID000003016,CID000027991,C0000737
CID000002171,CID000004885,C0042373
CID000004513,CID000004635,C0235527
CID000001972,CID000019090,C0004093
CID000004920,CID005311297,C0020456
CID000002156,CID000002666,C0010200
CID000004829,CID000110634,C0020538
CID000000772,CID000004543,C0038454
CID000000444,CID000002160,C0027769
CID000000444,CID000003488,C0015695
CID000004909,CID000005095,C0231218
2563,441509,interacts
CID000003003,CID000123620,C0020461
1602,2070,interacts
CID000003652,CID000024486,C0020538
CID000005078,CID000005656,C0020598
CID000004547,CID000006691,C0007780
CID000004158,CID000010631,C0036439
9348,2132,interacts
CID000004616,CID000005152,C0004604
CID000002476,CID000003365,C0019080
CID000003405,CID000004917,C0003564
CID000004634,CID000010631,C0003864
CID000003043,CID000003877,C0043246
CID000004885,CID000005544,C0003467
84171,10053,interacts
CID000004885,CID000150311,C0575081
10015,147968,interacts
CID000003878,CID000005731,C0038379
CID000001775,CID000005372,C0004245
CID000003121,CID000003345,C0036439
CID000000444,CID000005647,C0009241
CID000004168,CID005353980,C0030312
23545,10516,interacts
CID000002764,CID000062924,C0018790
CID000002803,CID000005512,C0020443
CID000002662,CID000003890,C0476427
CID000002462,CID000004909,C0917801
CID000003672,CID000005402,C0022575
CID000003648,CID000123620,C0085593
CID000003672,CID000005412,C0021345
CID000002249,CID000160051,C0151825
CID000002265,CID000060831,C0595939
CID000002162,CID000003652,C0030319
59283,5499,interacts
CID000005732,CID000119607,C0015230
CID000003826,CID000005090,C0011991
6383,3340,interacts
81603,10401,interacts
CID000005514,CID000170361,C0242379
CID000002576,CID000004679,C0016412
CID000004052,CID000059708,C0030193
CID000005073,CID000062924,C0003611
143384,54620,interacts
CID000000453,CID000004927,C0162834
CID000005732,CID000060871,C0027796
CID000003325,CID000060831,C0037763
CID000054841,CID000170361,C0010200
CID000002658,CID000027661,C0042963
CID000077999,CID000150311,C1260880
57535,5903,interacts
CID000001690,CID000005152,C0027947
